paper,model,rater,score,source,category
0806.1218,Claude,VN,10,common,Commercial
0806.1218,Gemini,VN,10,common,Commercial
0806.1218,DeepSeek,VN,10,common,Commercial
0806.1218,Base,BC,4,common,Base
0806.1218,s1,BC,4,common,LoRA-all
0806.1218,s2,BC,6,common,LoRA-all
0806.1218,s3,BC,4,common,LoRA-all
0806.1218,s4,BC,6,common,LoRA-all
0806.1218,s5,BC,7,common,LoRA-all
0806.1218,s6,BC,6,common,LoRA-all
0806.1218,s7,BC,6,common,LoRA-all
0806.1218,s8,BC,5,common,LoRA-all
0806.1218,s9,BC,4,common,LoRA-all
0806.1218,s10,BC,3,common,LoRA-all
0806.1218,s1_qkv,BC,4,common,LoRA-QKV
0806.1218,s2_qkv,BC,4,common,LoRA-QKV
0806.1218,s3_qkv,BC,3,common,LoRA-QKV
0806.1218,s4_qkv,BC,5,common,LoRA-QKV
0806.1218,s5_qkv,BC,3,common,LoRA-QKV
0806.1218,s6_qkv,BC,2,common,LoRA-QKV
0806.1218,s7_qkv,BC,3,common,LoRA-QKV
0806.1218,s8_qkv,BC,2,common,LoRA-QKV
0806.1218,s9_qkv,BC,3,common,LoRA-QKV
0806.1218,s10_qkv,BC,4,common,LoRA-QKV
0806.1218,ChatGPT-4,BC,7,common,Commercial
0806.1218,Claude,BC,6,common,Commercial
0806.1218,Gemini,BC,5,common,Commercial
0806.1218,DeepSeek,BC,5,common,Commercial
hep-th/9503124,Base,VN,3,common,Base
hep-th/9503124,s1,VN,4,common,LoRA-all
hep-th/9503124,s2,VN,7,common,LoRA-all
hep-th/9503124,s3,VN,5,common,LoRA-all
hep-th/9503124,s4,VN,3,common,LoRA-all
hep-th/9503124,s5,VN,6,common,LoRA-all
hep-th/9503124,s6,VN,1,common,LoRA-all
hep-th/9503124,s7,VN,7,common,LoRA-all
hep-th/9503124,s8,VN,2,common,LoRA-all
hep-th/9503124,s9,VN,6,common,LoRA-all
hep-th/9503124,s10,VN,6,common,LoRA-all
hep-th/9503124,s1_qkv,VN,3,common,LoRA-QKV
hep-th/9503124,s2_qkv,VN,2,common,LoRA-QKV
hep-th/9503124,s3_qkv,VN,7,common,LoRA-QKV
hep-th/9503124,s4_qkv,VN,4,common,LoRA-QKV
hep-th/9503124,s5_qkv,VN,7,common,LoRA-QKV
hep-th/9503124,s6_qkv,VN,5,common,LoRA-QKV
hep-th/9503124,s7_qkv,VN,6,common,LoRA-QKV
hep-th/9503124,s8_qkv,VN,5,common,LoRA-QKV
hep-th/9503124,s9_qkv,VN,6,common,LoRA-QKV
hep-th/9503124,s10_qkv,VN,7,common,LoRA-QKV
hep-th/9503124,ChatGPT-4,VN,10,common,Commercial
hep-th/9503124,Claude,VN,10,common,Commercial
hep-th/9503124,Gemini,VN,10,common,Commercial
hep-th/9503124,DeepSeek,VN,9,common,Commercial
hep-th/9503124,Base,CP,2,common,Base
hep-th/9503124,s1,CP,3,common,LoRA-all
hep-th/9503124,s2,CP,5,common,LoRA-all
hep-th/9503124,s3,CP,3,common,LoRA-all
hep-th/9503124,s4,CP,5,common,LoRA-all
hep-th/9503124,s5,CP,6,common,LoRA-all
hep-th/9503124,s6,CP,1,common,LoRA-all
hep-th/9503124,s7,CP,6,common,LoRA-all
hep-th/9503124,s8,CP,5,common,LoRA-all
hep-th/9503124,s9,CP,6,common,LoRA-all
hep-th/9503124,s10,CP,7,common,LoRA-all
hep-th/9503124,s1_qkv,CP,4,common,LoRA-QKV
hep-th/9503124,s2_qkv,CP,3,common,LoRA-QKV
hep-th/9503124,s3_qkv,CP,4,common,LoRA-QKV
hep-th/9503124,s4_qkv,CP,4,common,LoRA-QKV
hep-th/9503124,s5_qkv,CP,5,common,LoRA-QKV
hep-th/9503124,s6_qkv,CP,5,common,LoRA-QKV
hep-th/9503124,s7_qkv,CP,6,common,LoRA-QKV
hep-th/9503124,s8_qkv,CP,6,common,LoRA-QKV
hep-th/9503124,s9_qkv,CP,3,common,LoRA-QKV
hep-th/9503124,s10_qkv,CP,5,common,LoRA-QKV
hep-th/9503124,ChatGPT-4,CP,9,common,Commercial
hep-th/9503124,Claude,CP,8,common,Commercial
hep-th/9503124,Gemini,CP,7,common,Commercial
hep-th/9503124,DeepSeek,CP,6,common,Commercial
hep-th/9503124,Base,BC,2,common,Base
hep-th/9503124,s1,BC,2,common,LoRA-all
hep-th/9503124,s2,BC,5,common,LoRA-all
hep-th/9503124,s3,BC,3,common,LoRA-all
hep-th/9503124,s4,BC,4,common,LoRA-all
hep-th/9503124,s5,BC,6,common,LoRA-all
hep-th/9503124,s6,BC,1,common,LoRA-all
hep-th/9503124,s7,BC,6,common,LoRA-all
hep-th/9503124,s8,BC,3,common,LoRA-all
hep-th/9503124,s9,BC,4,common,LoRA-all
hep-th/9503124,s10,BC,3,common,LoRA-all
hep-th/9503124,s1_qkv,BC,5,common,LoRA-QKV
hep-th/9503124,s2_qkv,BC,2,common,LoRA-QKV
hep-th/9503124,s3_qkv,BC,3,common,LoRA-QKV
hep-th/9503124,s4_qkv,BC,2,common,LoRA-QKV
hep-th/9503124,s5_qkv,BC,4,common,LoRA-QKV
hep-th/9503124,s6_qkv,BC,4,common,LoRA-QKV
hep-th/9503124,s7_qkv,BC,6,common,LoRA-QKV
hep-th/9503124,s8_qkv,BC,5,common,LoRA-QKV
hep-th/9503124,s9_qkv,BC,2,common,LoRA-QKV
hep-th/9503124,s10_qkv,BC,3,common,LoRA-QKV
hep-th/9503124,ChatGPT-4,BC,8,common,Commercial
hep-th/9503124,Claude,BC,9,common,Commercial
hep-th/9503124,Gemini,BC,6,common,Commercial
hep-th/9503124,DeepSeek,BC,4,common,Commercial
hep-th/9912072,Base,VN,5,common,Base
hep-th/9912072,s1,VN,6,common,LoRA-all
hep-th/9912072,s2,VN,7,common,LoRA-all
hep-th/9912072,s3,VN,5,common,LoRA-all
hep-th/9912072,s4,VN,8,common,LoRA-all
hep-th/9912072,s5,VN,6,common,LoRA-all
hep-th/9912072,s6,VN,3,common,LoRA-all
hep-th/9912072,s7,VN,7,common,LoRA-all
hep-th/9912072,s8,VN,7,common,LoRA-all
hep-th/9912072,s9,VN,6,common,LoRA-all
hep-th/9912072,s10,VN,6,common,LoRA-all
hep-th/9912072,s1_qkv,VN,7,common,LoRA-QKV
hep-th/9912072,s2_qkv,VN,6,common,LoRA-QKV
hep-th/9912072,s3_qkv,VN,8,common,LoRA-QKV
hep-th/9912072,s4_qkv,VN,5,common,LoRA-QKV
hep-th/9912072,s5_qkv,VN,7,common,LoRA-QKV
hep-th/9912072,s6_qkv,VN,5,common,LoRA-QKV
hep-th/9912072,s7_qkv,VN,6,common,LoRA-QKV
hep-th/9912072,s8_qkv,VN,9,common,LoRA-QKV
hep-th/9912072,s9_qkv,VN,6,common,LoRA-QKV
hep-th/9912072,s10_qkv,VN,4,common,LoRA-QKV
hep-th/9912072,ChatGPT-4,VN,10,common,Commercial
hep-th/9912072,Claude,VN,10,common,Commercial
hep-th/9912072,Gemini,VN,9,common,Commercial
hep-th/9912072,DeepSeek,VN,10,common,Commercial
hep-th/9912072,Base,BC,5,common,Base
hep-th/9912072,s1,BC,3,common,LoRA-all
hep-th/9912072,s2,BC,7,common,LoRA-all
hep-th/9912072,s3,BC,4,common,LoRA-all
hep-th/9912072,s4,BC,6,common,LoRA-all
hep-th/9912072,s5,BC,6,common,LoRA-all
hep-th/9912072,s6,BC,3,common,LoRA-all
hep-th/9912072,s7,BC,5,common,LoRA-all
hep-th/9912072,s8,BC,7,common,LoRA-all
hep-th/9912072,s9,BC,6,common,LoRA-all
hep-th/9912072,s10,BC,5,common,LoRA-all
hep-th/9912072,s1_qkv,BC,6,common,LoRA-QKV
hep-th/9912072,s2_qkv,BC,3,common,LoRA-QKV
hep-th/9912072,s3_qkv,BC,6,common,LoRA-QKV
hep-th/9912072,s4_qkv,BC,8,common,LoRA-QKV
hep-th/9912072,s5_qkv,BC,5,common,LoRA-QKV
hep-th/9912072,s6_qkv,BC,7,common,LoRA-QKV
hep-th/9912072,s7_qkv,BC,4,common,LoRA-QKV
hep-th/9912072,s8_qkv,BC,5,common,LoRA-QKV
hep-th/9912072,s9_qkv,BC,6,common,LoRA-QKV
hep-th/9912072,s10_qkv,BC,5,common,LoRA-QKV
hep-th/9912072,ChatGPT-4,BC,10,common,Commercial
hep-th/9912072,Claude,BC,10,common,Commercial
hep-th/9912072,Gemini,BC,6,common,Commercial
hep-th/9912072,DeepSeek,BC,7,common,Commercial
hep-th/9611050,Base,VN,8,common,Base
hep-th/9611050,s1,VN,7,common,LoRA-all
hep-th/9611050,s2,VN,7,common,LoRA-all
hep-th/9611050,s3,VN,6,common,LoRA-all
hep-th/9611050,s4,VN,7,common,LoRA-all
hep-th/9611050,s5,VN,8,common,LoRA-all
hep-th/9611050,s6,VN,6,common,LoRA-all
hep-th/9611050,s7,VN,5,common,LoRA-all
hep-th/9611050,s8,VN,5,common,LoRA-all
hep-th/9611050,s9,VN,6,common,LoRA-all
hep-th/9611050,s10,VN,6,common,LoRA-all
hep-th/9611050,s1_qkv,VN,7,common,LoRA-QKV
hep-th/9611050,s2_qkv,VN,6,common,LoRA-QKV
hep-th/9611050,s3_qkv,VN,7,common,LoRA-QKV
hep-th/9611050,s4_qkv,VN,7,common,LoRA-QKV
hep-th/9611050,s5_qkv,VN,6,common,LoRA-QKV
hep-th/9611050,s6_qkv,VN,4,common,LoRA-QKV
hep-th/9611050,s7_qkv,VN,8,common,LoRA-QKV
hep-th/9611050,s8_qkv,VN,6,common,LoRA-QKV
hep-th/9611050,s9_qkv,VN,7,common,LoRA-QKV
hep-th/9611050,s10_qkv,VN,9,common,LoRA-QKV
hep-th/9611050,ChatGPT-4,VN,10,common,Commercial
hep-th/9611050,Claude,VN,10,common,Commercial
hep-th/9611050,Gemini,VN,10,common,Commercial
hep-th/9611050,DeepSeek,VN,7,common,Commercial
hep-th/9611050,Base,BC,5,common,Base
hep-th/9611050,s1,BC,5,common,LoRA-all
hep-th/9611050,s2,BC,6,common,LoRA-all
hep-th/9611050,s3,BC,5,common,LoRA-all
hep-th/9611050,s4,BC,3,common,LoRA-all
hep-th/9611050,s5,BC,4,common,LoRA-all
hep-th/9611050,s6,BC,7,common,LoRA-all
hep-th/9611050,s7,BC,1,common,LoRA-all
hep-th/9611050,s8,BC,1,common,LoRA-all
hep-th/9611050,s9,BC,4,common,LoRA-all
hep-th/9611050,s10,BC,4,common,LoRA-all
hep-th/9611050,s1_qkv,BC,3,common,LoRA-QKV
hep-th/9611050,s2_qkv,BC,4,common,LoRA-QKV
hep-th/9611050,s3_qkv,BC,2,common,LoRA-QKV
hep-th/9611050,s4_qkv,BC,3,common,LoRA-QKV
hep-th/9611050,s5_qkv,BC,5,common,LoRA-QKV
hep-th/9611050,s6_qkv,BC,6,common,LoRA-QKV
hep-th/9611050,s7_qkv,BC,2,common,LoRA-QKV
hep-th/9611050,s8_qkv,BC,5,common,LoRA-QKV
hep-th/9611050,s9_qkv,BC,4,common,LoRA-QKV
hep-th/9611050,s10_qkv,BC,3,common,LoRA-QKV
hep-th/9611050,ChatGPT-4,BC,7,common,Commercial
hep-th/9611050,Claude,BC,9,common,Commercial
hep-th/9611050,Gemini,BC,6,common,Commercial
hep-th/9611050,DeepSeek,BC,5,common,Commercial
hep-th/9911116,Base,VN,4,common,Base
hep-th/9911116,s1,VN,9,common,LoRA-all
hep-th/9911116,s2,VN,6,common,LoRA-all
hep-th/9911116,s3,VN,6,common,LoRA-all
hep-th/9911116,s4,VN,4,common,LoRA-all
hep-th/9911116,s5,VN,8,common,LoRA-all
hep-th/9911116,s6,VN,3,common,LoRA-all
hep-th/9911116,s7,VN,9,common,LoRA-all
hep-th/9911116,s8,VN,5,common,LoRA-all
hep-th/9911116,s9,VN,2,common,LoRA-all
hep-th/9911116,s10,VN,4,common,LoRA-all
hep-th/9911116,s1_qkv,VN,3,common,LoRA-QKV
hep-th/9911116,s2_qkv,VN,4,common,LoRA-QKV
hep-th/9911116,s3_qkv,VN,5,common,LoRA-QKV
hep-th/9911116,s4_qkv,VN,3,common,LoRA-QKV
hep-th/9911116,s5_qkv,VN,3,common,LoRA-QKV
hep-th/9911116,s6_qkv,VN,4,common,LoRA-QKV
hep-th/9911116,s7_qkv,VN,3,common,LoRA-QKV
hep-th/9911116,s8_qkv,VN,3,common,LoRA-QKV
hep-th/9911116,s9_qkv,VN,7,common,LoRA-QKV
hep-th/9911116,s10_qkv,VN,2,common,LoRA-QKV
hep-th/9911116,ChatGPT-4,VN,7,individual,Commercial
hep-th/9911116,Claude,VN,10,individual,Commercial
hep-th/9911116,Gemini,VN,7,individual,Commercial
hep-th/9911116,DeepSeek,VN,6,individual,Commercial
hep-th/9911116,Base,BC,3,common,Base
hep-th/9911116,s1,BC,10,common,LoRA-all
hep-th/9911116,s2,BC,3,common,LoRA-all
hep-th/9911116,s3,BC,2,common,LoRA-all
hep-th/9911116,s4,BC,2,common,LoRA-all
hep-th/9911116,s5,BC,7,common,LoRA-all
hep-th/9911116,s6,BC,2,common,LoRA-all
hep-th/9911116,s7,BC,4,common,LoRA-all
hep-th/9911116,s8,BC,5,common,LoRA-all
hep-th/9911116,s9,BC,3,common,LoRA-all
hep-th/9911116,s10,BC,5,common,LoRA-all
hep-th/9911116,s1_qkv,BC,4,common,LoRA-QKV
hep-th/9911116,s2_qkv,BC,5,common,LoRA-QKV
hep-th/9911116,s3_qkv,BC,5,common,LoRA-QKV
hep-th/9911116,s4_qkv,BC,3,common,LoRA-QKV
hep-th/9911116,s5_qkv,BC,5,common,LoRA-QKV
hep-th/9911116,s6_qkv,BC,4,common,LoRA-QKV
hep-th/9911116,s7_qkv,BC,5,common,LoRA-QKV
hep-th/9911116,s8_qkv,BC,1,common,LoRA-QKV
hep-th/9911116,s9_qkv,BC,3,common,LoRA-QKV
hep-th/9911116,s10_qkv,BC,6,common,LoRA-QKV
hep-th/9911116,ChatGPT-4,BC,9,individual,Commercial
hep-th/9911116,Claude,BC,7,individual,Commercial
hep-th/9911116,Gemini,BC,5,individual,Commercial
hep-th/9911116,DeepSeek,BC,3,individual,Commercial
1305.0831,Base,BC,4,individual,Base
1305.0831,s1,BC,7,individual,LoRA-all
1305.0831,s2,BC,6,individual,LoRA-all
1305.0831,s3,BC,3,individual,LoRA-all
1305.0831,s4,BC,3,individual,LoRA-all
1305.0831,s5,BC,4,individual,LoRA-all
1305.0831,s6,BC,3,individual,LoRA-all
1305.0831,s7,BC,7,individual,LoRA-all
1305.0831,s8,BC,6,individual,LoRA-all
1305.0831,s9,BC,3,individual,LoRA-all
1305.0831,s10,BC,3,individual,LoRA-all
1305.0831,s1_qkv,BC,4,individual,LoRA-QKV
1305.0831,s2_qkv,BC,5,individual,LoRA-QKV
1305.0831,s3_qkv,BC,6,individual,LoRA-QKV
1305.0831,s4_qkv,BC,6,individual,LoRA-QKV
1305.0831,s5_qkv,BC,4,individual,LoRA-QKV
1305.0831,s6_qkv,BC,3,individual,LoRA-QKV
1305.0831,s7_qkv,BC,5,individual,LoRA-QKV
1305.0831,s8_qkv,BC,5,individual,LoRA-QKV
1305.0831,s9_qkv,BC,7,individual,LoRA-QKV
1305.0831,s10_qkv,BC,4,individual,LoRA-QKV
1305.0831,ChatGPT-4,BC,4,individual,Commercial
1305.0831,Claude,BC,6,individual,Commercial
1305.0831,Gemini,BC,4,individual,Commercial
1305.0831,DeepSeek,BC,1,individual,Commercial
1305.0856,Base,BC,2,individual,Base
1305.0856,s1,BC,7,individual,LoRA-all
1305.0856,s2,BC,6,individual,LoRA-all
1305.0856,s3,BC,6,individual,LoRA-all
1305.0856,s4,BC,5,individual,LoRA-all
1305.0856,s5,BC,4,individual,LoRA-all
1305.0856,s6,BC,5,individual,LoRA-all
1305.0856,s7,BC,7,individual,LoRA-all
1305.0856,s8,BC,5,individual,LoRA-all
1305.0856,s9,BC,4,individual,LoRA-all
1305.0856,s10,BC,4,individual,LoRA-all
1305.0856,s1_qkv,BC,3,individual,LoRA-QKV
1305.0856,s2_qkv,BC,5,individual,LoRA-QKV
1305.0856,s3_qkv,BC,4,individual,LoRA-QKV
1305.0856,s4_qkv,BC,4,individual,LoRA-QKV
1305.0856,s5_qkv,BC,3,individual,LoRA-QKV
1305.0856,s6_qkv,BC,5,individual,LoRA-QKV
1305.0856,s7_qkv,BC,5,individual,LoRA-QKV
1305.0856,s8_qkv,BC,5,individual,LoRA-QKV
1305.0856,s9_qkv,BC,3,individual,LoRA-QKV
1305.0856,s10_qkv,BC,2,individual,LoRA-QKV
1305.0856,ChatGPT-4,BC,3,individual,Commercial
1305.0856,Claude,BC,7,individual,Commercial
1305.0856,Gemini,BC,3,individual,Commercial
1305.0856,DeepSeek,BC,5,individual,Commercial
1001.1444,Base,BC,1,individual,Base
1001.1444,s1,BC,7,individual,LoRA-all
1001.1444,s2,BC,6,individual,LoRA-all
1001.1444,s3,BC,6,individual,LoRA-all
1001.1444,s4,BC,4,individual,LoRA-all
1001.1444,s5,BC,6,individual,LoRA-all
1001.1444,s6,BC,4,individual,LoRA-all
1001.1444,s7,BC,6,individual,LoRA-all
1001.1444,s8,BC,6,individual,LoRA-all
1001.1444,s9,BC,7,individual,LoRA-all
1001.1444,s10,BC,3,individual,LoRA-all
1001.1444,s1_qkv,BC,3,individual,LoRA-QKV
1001.1444,s2_qkv,BC,4,individual,LoRA-QKV
1001.1444,s3_qkv,BC,4,individual,LoRA-QKV
1001.1444,s4_qkv,BC,4,individual,LoRA-QKV
1001.1444,s5_qkv,BC,3,individual,LoRA-QKV
1001.1444,s6_qkv,BC,2,individual,LoRA-QKV
1001.1444,s7_qkv,BC,4,individual,LoRA-QKV
1001.1444,s8_qkv,BC,4,individual,LoRA-QKV
1001.1444,s9_qkv,BC,2,individual,LoRA-QKV
1001.1444,s10_qkv,BC,3,individual,LoRA-QKV
1001.1444,ChatGPT-4,BC,3,individual,Commercial
1001.1444,Claude,BC,6,individual,Commercial
1001.1444,Gemini,BC,3,individual,Commercial
1001.1444,DeepSeek,BC,5,individual,Commercial
1402.4212,Base,BC,2,individual,Base
1402.4212,s1,BC,3,individual,LoRA-all
1402.4212,s2,BC,4,individual,LoRA-all
1402.4212,s3,BC,5,individual,LoRA-all
1402.4212,s4,BC,4,individual,LoRA-all
1402.4212,s5,BC,3,individual,LoRA-all
1402.4212,s6,BC,3,individual,LoRA-all
1402.4212,s7,BC,6,individual,LoRA-all
1402.4212,s8,BC,4,individual,LoRA-all
1402.4212,s9,BC,4,individual,LoRA-all
1402.4212,s10,BC,5,individual,LoRA-all
1402.4212,s1_qkv,BC,5,individual,LoRA-QKV
1402.4212,s2_qkv,BC,5,individual,LoRA-QKV
1402.4212,s3_qkv,BC,3,individual,LoRA-QKV
1402.4212,s4_qkv,BC,6,individual,LoRA-QKV
1402.4212,s5_qkv,BC,5,individual,LoRA-QKV
1402.4212,s6_qkv,BC,4,individual,LoRA-QKV
1402.4212,s7_qkv,BC,5,individual,LoRA-QKV
1402.4212,s8_qkv,BC,6,individual,LoRA-QKV
1402.4212,s9_qkv,BC,3,individual,LoRA-QKV
1402.4212,s10_qkv,BC,2,individual,LoRA-QKV
1402.4212,ChatGPT-4,BC,6,individual,Commercial
1402.4212,Claude,BC,7,individual,Commercial
1402.4212,Gemini,BC,5,individual,Commercial
1402.4212,DeepSeek,BC,3,individual,Commercial
1302.5428,s1,BC,7,individual,LoRA-all
1302.5428,s2,BC,8,individual,LoRA-all
1302.5428,s3,BC,4,individual,LoRA-all
1302.5428,s4,BC,3,individual,LoRA-all
1302.5428,s5,BC,5,individual,LoRA-all
1302.5428,s6,BC,2,individual,LoRA-all
1302.5428,s7,BC,7,individual,LoRA-all
1302.5428,s8,BC,3,individual,LoRA-all
1302.5428,s9,BC,8,individual,LoRA-all
1302.5428,s10,BC,7,individual,LoRA-all
1302.5428,s1_qkv,BC,4,individual,LoRA-QKV
1302.5428,s2_qkv,BC,3,individual,LoRA-QKV
1302.5428,s3_qkv,BC,3,individual,LoRA-QKV
1302.5428,s4_qkv,BC,3,individual,LoRA-QKV
1302.5428,s5_qkv,BC,4,individual,LoRA-QKV
1302.5428,s6_qkv,BC,4,individual,LoRA-QKV
1302.5428,s7_qkv,BC,3,individual,LoRA-QKV
1302.5428,s8_qkv,BC,5,individual,LoRA-QKV
1302.5428,s9_qkv,BC,5,individual,LoRA-QKV
1302.5428,s10_qkv,BC,3,individual,LoRA-QKV
1302.5428,ChatGPT-4,BC,6,individual,Commercial
1302.5428,Claude,BC,6,individual,Commercial
1302.5428,Gemini,BC,5,individual,Commercial
1302.5428,DeepSeek,BC,3,individual,Commercial
hep-th/9911116,ChatGPT-4,CP,9,common,Commercial
hep-th/9911116,Claude,CP,8,common,Commercial
hep-th/9911116,Gemini,CP,7,common,Commercial
hep-th/9911116,DeepSeek,CP,7,common,Commercial
1302.5428,Base,BC,2,bc,Base
